prediction_index	read_id	start	end	period	matched_truth_index	truth_family_id	iou	status
486	r000001695	6083	16792	421	486	f050	1.0	matched
487	r000001700	0	16162	171	487	megabase_171	1.0	matched
488	r000001702	7681	9997	421	488	f048	1.0	matched
489	r000001704	4731	10867	61	489	f015	1.0	matched
490	r000001713	6756	16775	61	490	f016	0.9996008780682498	matched
491	r000001714	0	12596	171	491	megabase_171	1.0	matched
492	r000001720	1	11893	171	492	megabase_171	0.9999159169259229	matched
493	r000001728	903	2133	61	493	f002	0.9902439024390244	matched
494	r000001730	10616	14042	171	494	f023	0.9994165694282381	matched
495	r000001735	0	16719	421	495	f048	1.0	matched
496	r000001736	0	13041	171	496	megabase_171	1.0	matched
497	r000001739	0	11854	421	497	f052	1.0	matched
498	r000001740	9168	10389	61	498	f005	0.9991809991809992	matched
499	r000001744	0	13925	421	499	f049	0.9999281918713199	matched
500	r000001749	0	14005	421	500	f050	1.0	matched
501	r000001750	0	11803	171	501	megabase_171	1.0	matched
502	r000001757	0	16223	421	502	f051	1.0	matched
503	r000001764	5298	18964	171	503	f027	1.0	matched
504	r000001768	11061	14480	171	504	f023	0.9994153756211634	matched
505	r000001771	0	7604	61	505	f015	0.9996054708048395	matched
506	r000001773	0	10826	171	506	megabase_171	1.0	matched
507	r000001779	0	14366	171	507	f034	1.0	matched
508	r000001780	8132	12468	421	508	f053	1.0	matched
509	r000001781	0	12753	421	509	f051	1.0	matched
510	r000001784	2460	13147	171	510	f033	1.0	matched
511	r000001795	2	9816	421	511	f048	0.9997962510187449	matched
512	r000001796	0	13309	171	512	megabase_171	1.0	matched
513	r000001800	1	11717	170	513	megabase_171	0.9999146539216524	matched
514	r000001803	0	11051	171	514	megabase_171	1.0	matched
515	r000001809	0	11735	171	515	megabase_171	1.0	matched
516	r000001819	0	12138	421	516	f051	1.0	matched
517	r000001822	0	11113	171	517	megabase_171	1.0	matched
518	r000001825	0	13447	171	518	f035	1.0	matched
519	r000001827	2801	7690	61	519	f012	0.9997954591941092	matched
520	r000001834	1	13152	170	520	megabase_171	0.9999239659367397	matched
521	r000001842	5892	15872	421	521	f050	0.9996994891315236	matched
522	r000001853	0	15168	171	522	megabase_171	1.0	matched
523	r000001859	3	10577	421	523	f050	0.9997163656991586	matched
524	r000001864	0	10422	421	524	f052	1.0	matched
525	r000001866	0	10914	171	525	megabase_171	1.0	matched
526	r000001868	2567	10692	171	526	f034	0.9998769230769231	matched
527	r000001869	0	16417	421	527	f044	1.0	matched
528	r000001875	0	15015	171	528	megabase_171	0.9999334043686734	matched
529	r000001877	6515	7740	61	529	f005	0.9991836734693877	matched
530	r000001879	0	13117	171	530	f035	1.0	matched
531	r000001881	0	6568	171	531	f031	1.0	matched
532	r000001882	0	11864	421	532	f051	1.0	matched
533	r000001889	4563	7982	171	533	f023	1.0	matched
534	r000001891	9768	9982	61	534	f006	1.0	matched
535	r000001898	0	13688	421	535	f044	1.0	matched
536	r000001899	0	13411	171	536	f033	1.0	matched
537	r000001910	0	7896	421	537	f048	0.9998733696340383	matched
538	r000001912	0	15899	170	538	megabase_171	0.9998113444849704	matched
539	r000001917	2	13151	171	539	megabase_171	0.9998479203102426	matched
540	r000001921	0	464	171	540	f020	1.0	matched
541	r000001930	0	7842	421	541	f045	0.9994901860820801	matched
542	r000001932	0	1334	61	542	f011	1.0	matched
543	r000001937	1890	15905	421	543	f050	1.0	matched
544	r000001951	0	14159	421	544	f050	0.9998587670362262	matched
545	r000001952	0	16820	171	545	megabase_171	1.0	matched
546	r000001953	959	4378	171	546	f023	1.0	matched
547	r000001962	0	8324	171	547	f029	1.0	matched
548	r000001965	2	3232	171	548	megabase_171	0.9993811881188119	matched
549	r000001967	0	12547	171	549	megabase_171	0.9997609561752988	matched
550	r000001969	0	12872	421	550	f051	1.0	matched
551	r000001971	4943	17738	421	551	f053	1.0	matched
552	r000001973	15108	16676	171	552	f024	1.0	matched
553	r000001974	0	17807	171	553	f036	1.0	matched
554	r000001979	9290	13502	421	554	f052	1.0	matched
555	r000001980	0	11630	421	555	f054	1.0	matched
556	r000001985	0	13330	171	556	megabase_171	1.0	matched
557	r000001987	2	12463	171	557	megabase_171	0.9998395249939822	matched
558	r000001988	9427	10963	171	558	f021	1.0	matched
559	r000001989	0	11534	171	559	megabase_171	1.0	matched
560	r000001994	0	2638	420	560	f050	1.0	matched
561	r000001996	0	14571	171	561	megabase_171	1.0	matched
562	r000002002	1013	9263	61	562	f014	0.9997576345128454	matched
563	r000002005	0	11202	171	563	megabase_171	1.0	matched
564	r000002008	1575	10008	421	564	f037	0.99976283647575	matched
565	r000002010	0	11388	421	565	f049	1.0	matched
566	r000002014	0	12233	171	566	megabase_171	1.0	matched
567	r000002016	0	10847	171	567	megabase_171	1.0	matched
568	r000002020	0	12605	171	568	f036	1.0	matched
569	r000002023	1	11956	421	569	f054	0.9997491219267436	matched
570	r000002025	4623	5847	61	570	f003	0.9983660130718954	matched
571	r000002027	0	12797	421	571	f050	1.0	matched
572	r000002032	0	14866	171	572	f032	1.0	matched
573	r000002035	1	4500	421	573	f039	0.9997777777777778	matched
574	r000002038	2	3793	421	574	f042	0.9986817822304245	matched
575	r000002043	9129	11801	171	575	f029	1.0	matched
576	r000002045	0	9052	170	576	f036	0.9996685815289439	matched
577	r000002048	13997	16402	171	577	f035	1.0	matched
578	r000002050	0	1531	171	578	f020	1.0	matched
579	r000002053	0	15018	171	579	megabase_171	0.9997337238716549	matched
580	r000002054	449	12653	60	580	f014	0.9998361461576274	matched
581	r000002055	0	15900	421	581	f051	1.0	matched
582	r000002058	2801	4016	61	582	f006	0.9967186218211649	matched
583	r000002065	0	11697	421	583	f047	1.0	matched
584	r000002070	0	7448	421	584	f042	0.9995972073039742	matched
585	r000002071	2	15690	171	585	megabase_171	0.9998725302740599	matched
586	r000002076	0	12916	170	586	megabase_171	0.9997677838842015	matched
587	r000002080	0	18284	171	587	f036	1.0	matched
588	r000002082	0	12753	171	588	megabase_171	1.0	matched
589	r000002087	0	10949	171	589	megabase_171	1.0	matched
590	r000002091	1	4030	421	590	f046	0.9992555831265508	matched
591	r000002095	0	6909	171	591	f031	1.0	matched
592	r000002097	0	12450	171	592	megabase_171	1.0	matched
593	r000002106	0	11956	171	593	megabase_171	1.0	matched
594	r000002108	0	12623	171	594	megabase_171	0.9996832185000396	matched
595	r000002111	0	14400	171	595	megabase_171	1.0	matched
596	r000002117	0	14444	171	596	megabase_171	1.0	matched
597	r000002118	0	10605	171	597	megabase_171	1.0	matched
598	r000002119	0	10213	421	598	f052	1.0	matched
599	r000002130	0	14500	171	599	megabase_171	1.0	matched
600	r000002131	0	12250	171	600	megabase_171	1.0	matched
601	r000002132	0	11009	421	601	f053	1.0	matched
602	r000002138	0	13307	171	602	megabase_171	0.9996243990384616	matched
603	r000002139	0	7330	421	603	f048	1.0	matched
604	r000002144	0	12504	171	604	f035	0.9999200319872051	matched
605	r000002145	0	20344	171	605	megabase_171	1.0	matched
606	r000002148	0	10734	421	606	f053	1.0	matched
607	r000002149	0	15186	171	607	megabase_171	0.9998683170924414	matched
608	r000002158	0	12789	170	608	megabase_171	1.0	matched
609	r000002159	734	15858	421	609	f047	1.0	matched
610	r000002163	0	12181	171	610	megabase_171	1.0	matched
611	r000002164	3589	7005	171	611	f023	1.0	matched
612	r000002165	11948	19035	421	612	f045	1.0	matched
613	r000002167	0	12773	171	613	f033	0.999921709856729	matched
614	r000002169	0	10707	421	614	f047	1.0	matched
615	r000002174	0	17634	171	615	megabase_171	1.0	matched
616	r000002175	0	12075	171	616	megabase_171	1.0	matched
617	r000002180	0	10858	421	617	f052	1.0	matched
618	r000002184	0	11890	421	618	f052	1.0	matched
619	r000002192	1	14617	171	619	megabase_171	0.9999315865088595	matched
620	r000002194	0	16710	171	620	f035	1.0	matched
621	r000002198	0	12446	421	621	f051	1.0	matched
622	r000002200	0	13294	421	622	f050	1.0	matched
623	r000002202	0	14442	171	623	megabase_171	1.0	matched
624	r000002205	1	12046	171	624	megabase_171	0.9999169848912502	matched
625	r000002206	13202	14283	171	625	megabase_171	1.0	matched
626	r000002209	0	1485	171	626	f021	1.0	matched
627	r000002210	0	12584	171	627	megabase_171	1.0	matched
628	r000002211	0	10244	171	628	megabase_171	1.0	matched
629	r000002212	12439	14664	61	629	f009	1.0	matched
630	r000002213	0	7066	171	630	f029	0.9995756118262837	matched
631	r000002214	0	14972	421	631	f051	1.0	matched
632	r000002220	2	15131	171	632	megabase_171	0.9998678210296742	matched
633	r000002224	0	15029	421	633	f054	1.0	matched
634	r000002231	0	11109	171	634	megabase_171	1.0	matched
635	r000002234	0	14882	421	635	f051	1.0	matched
636	r000002235	0	11405	171	636	f033	1.0	matched
637	r000002237	0	14689	171	637	megabase_171	1.0	matched
638	r000002241	0	18723	421	638	f053	1.0	matched
639	r000002242	1	9545	171	639	megabase_171	0.9998952331063384	matched
640	r000002250	0	12182	171	640	megabase_171	1.0	matched
641	r000002251	0	12558	171	641	megabase_171	1.0	matched
642	r000002261	478	5368	61	642	f009	0.9987730061349693	matched
643	r000002263	0	15714	171	643	f032	1.0	matched
644	r000002268	0	12976	171	644	f032	1.0	matched
645	r000002286	0	5584	421	645	f044	0.9998209169054442	matched
646	r000002288	0	10495	171	646	megabase_171	1.0	matched
647	r000002290	0	11076	171	647	megabase_171	0.9998194619967503	matched
648	r000002291	0	1458	421	648	f047	1.0	matched
649	r000002299	12927	17133	61	649	f013	1.0	matched
650	r000002303	0	17966	421	650	f050	1.0	matched
651	r000002305	2	16674	171	651	megabase_171	0.9998800527767783	matched
652	r000002310	15591	17448	420	652	f053	0.9994617868675996	matched
653	r000002313	0	11288	171	653	f034	1.0	matched
654	r000002315	0	11557	421	654	f054	1.0	matched
655	r000002316	0	4869	61	655	f013	1.0	matched
656	r000002317	1	12395	421	656	f051	0.999919322307382	matched
657	r000002322	0	11630	421	657	f053	1.0	matched
658	r000002327	0	11763	171	658	f036	0.9998300042498938	matched
659	r000002330	13239	15989	421	659	f052	1.0	matched
660	r000002334	0	4468	421	660	f051	1.0	matched
661	r000002337	0	16812	421	661	f054	0.9999405222149527	matched
662	r000002342	9234	14122	61	662	f007	0.9997954591941092	matched
663	r000002346	0	14516	171	663	f033	1.0	matched
664	r000002353	4093	5332	61	664	f002	0.9895076674737692	matched
665	r000002355	0	11472	61	665	f018	1.0	matched
666	r000002356	1	16203	421	666	f050	0.9996298124383021	matched
667	r000002357	0	14721	170	667	megabase_171	1.0	matched
668	r000002365	0	17786	421	668	f051	1.0	matched
669	r000002372	0	10633	421	669	f053	1.0	matched
670	r000002373	0	10460	171	670	megabase_171	1.0	matched
671	r000002379	0	10589	171	671	megabase_171	1.0	matched
672	r000002383	2	19274	171	672	megabase_171	0.9998962332676145	matched
673	r000002393	0	14948	421	673	f049	1.0	matched
674	r000002399	0	16587	171	674	megabase_171	1.0	matched
675	r000002400	0	8410	421	675	f048	1.0	matched
676	r000002401	0	14545	171	676	megabase_171	1.0	matched
677	r000002407	0	12993	421	677	f050	1.0	matched
678	r000002415	0	14368	421	678	f054	1.0	matched
679	r000002420	0	16370	171	679	megabase_171	1.0	matched
680	r000002423	0	15267	421	680	f050	1.0	matched
681	r000002431	0	12682	421	681	f050	1.0	matched
682	r000002432	2	13711	171	682	megabase_171	0.9998541317190577	matched
683	r000002433	0	842	61	683	f007	0.9952718676122931	matched
684	r000002435	0	11241	171	684	f034	1.0	matched
685	r000002448	0	12037	171	685	megabase_171	1.0	matched
686	r000002450	0	15714	421	686	f050	1.0	matched
687	r000002451	0	15476	171	687	megabase_171	1.0	matched
688	r000002452	0	3600	421	688	f052	1.0	matched
689	r000002453	0	5544	421	689	f050	1.0	matched
690	r000002455	0	13104	421	690	f045	0.9997711146715496	matched
691	r000002456	0	11552	421	691	f051	0.9997403721332756	matched
692	r000002459	0	12709	171	692	f025	0.9994492092218114	matched
693	r000002461	2	12721	421	693	f052	0.9993714151017522	matched
694	r000002466	0	14291	171	694	megabase_171	1.0	matched
695	r000002469	5956	10841	61	695	f010	1.0	matched
696	r000002470	10477	13595	61	696	f017	0.9996792815907634	matched
697	r000002473	0	13442	171	697	f031	1.0	matched
698	r000002483	0	15408	171	698	megabase_171	1.0	matched
699	r000002484	12401	13626	61	699	f006	1.0	matched
700	r000002492	707	5592	61	700	f009	0.9987717502558854	matched
701	r000002496	7847	11668	171	701	f029	0.9984317825405122	matched
702	r000002502	0	13987	421	702	f049	1.0	matched
703	r000002505	0	4755	61	703	f007	1.0	matched
704	r000002508	0	1634	61	704	f017	0.9993880048959608	matched
705	r000002509	0	11634	171	705	megabase_171	1.0	matched
706	r000002512	0	13511	171	706	megabase_171	1.0	matched
707	r000002521	3	13584	421	707	f053	0.9997791519434629	matched
708	r000002528	0	12487	171	708	megabase_171	1.0	matched
709	r000002529	2450	16167	171	709	f036	0.9998542167796487	matched
710	r000002533	0	6832	171	710	f033	0.9998536299765808	matched
711	r000002541	0	2963	61	711	f014	0.9993254637436763	matched
712	r000002542	1485	11601	421	712	f049	1.0	matched
713	r000002545	0	11105	171	713	megabase_171	1.0	matched
714	r000002548	0	15904	171	714	megabase_171	1.0	matched
715	r000002551	2580	5987	171	715	f023	0.999706572769953	matched
716	r000002553	4383	15000	61	716	f017	1.0	matched
717	r000002555	0	16452	171	717	f031	1.0	matched
718	r000002558	0	13068	171	718	megabase_171	1.0	matched
719	r000002563	0	15869	421	719	f051	1.0	matched
720	r000002567	0	7455	61	720	f016	1.0	matched
721	r000002568	0	15885	171	721	megabase_171	1.0	matched
722	r000002572	1	14177	171	722	megabase_171	0.9999294632150667	matched
723	r000002575	0	11313	421	723	f051	1.0	matched
724	r000002576	8530	18858	61	724	f016	0.9999031758326878	matched
725	r000002578	0	10632	171	725	megabase_171	1.0	matched
726	r000002581	0	11490	171	726	f036	0.9997389033942559	matched
727	r000002582	0	14168	171	727	megabase_171	1.0	matched
728	r000002596	4830	11607	421	728	f043	0.9998524638536441	matched
729	r000002599	1487	13460	421	729	f052	1.0	matched
730	r000002601	0	2039	61	730	f016	0.9936647173489279	matched
731	r000002602	0	11980	421	731	f053	1.0	matched
732	r000002604	2	12568	171	732	megabase_171	0.9998408656906429	matched
733	r000002605	0	11280	171	733	megabase_171	1.0	matched
734	r000002607	0	15664	171	734	megabase_171	1.0	matched
735	r000002612	1	13225	421	735	f054	0.9999243856332704	matched
736	r000002616	7	11432	421	736	f052	0.9993876836948915	matched
737	r000002622	0	8553	421	737	f048	1.0	matched
738	r000002623	9642	14518	61	738	f008	0.9997949559155218	matched
739	r000002624	5027	13112	171	739	f026	0.9997526895016694	matched
740	r000002629	0	21761	171	740	megabase_171	1.0	matched
741	r000002631	0	13428	421	741	f052	1.0	matched
742	r000002632	0	15029	171	742	f032	1.0	matched
743	r000002633	0	9518	421	743	f046	0.9997898718218113	matched
744	r000002640	0	12748	421	744	f043	1.0	matched
745	r000002641	0	159	60	745	f010	0.9685534591194969	matched
746	r000002644	15533	17414	171	746	f019	1.0	matched
747	r000002647	0	4184	171	747	f029	1.0	matched
748	r000002649	0	15366	171	748	megabase_171	1.0	matched
749	r000002650	0	20424	421	749	f050	1.0	matched
750	r000002651	14932	16363	171	750	f021	1.0	matched
751	r000002657	442	1664	61	751	f002	0.9869706840390879	matched
752	r000002662	10216	14490	171	752	f034	1.0	matched
753	r000002663	0	14092	421	753	f049	1.0	matched
754	r000002664	0	13117	421	754	f048	1.0	matched
755	r000002667	5187	13595	421	755	f040	0.9998810797954573	matched
756	r000002669	0	6663	171	756	f031	1.0	matched
757	r000002670	0	8956	171	757	f028	0.9997766860205449	matched
758	r000002679	0	17225	171	758	f033	1.0	matched
759	r000002683	2	10994	171	759	megabase_171	0.9998180825905039	matched
760	r000002686	0	14510	171	760	megabase_171	1.0	matched
761	r000002693	1	15084	421	761	f047	0.9999337045876425	matched
762	r000002707	0	11429	421	762	f051	1.0	matched
763	r000002711	0	16758	171	763	megabase_171	1.0	matched
764	r000002712	2105	11875	421	764	f044	0.9998976458546571	matched
765	r000002719	0	19509	171	765	megabase_171	1.0	matched
766	r000002723	3	13895	421	766	f050	0.9997840949982008	matched
767	r000002724	8277	11693	171	767	f022	0.9997072599531616	matched
768	r000002730	768	9185	421	768	f037	0.9997623856480932	matched
769	r000002733	0	16936	171	769	megabase_171	1.0	matched
770	r000002734	3442	12366	171	770	megabase_171	0.9997759354694152	matched
771	r000002737	0	14024	171	771	megabase_171	1.0	matched
772	r000002738	0	7677	171	772	f027	1.0	matched
773	r000002744	0	9657	171	773	megabase_171	1.0	matched
774	r000002752	0	10942	421	774	f054	1.0	matched
775	r000002756	7066	15063	171	775	megabase_171	0.999124671751907	matched
776	r000002759	0	15938	171	776	megabase_171	1.0	matched
777	r000002764	939	9367	421	777	f041	1.0	matched
778	r000002770	0	2248	419	778	f050	1.0	matched
779	r000002774	980	13771	421	779	f048	1.0	matched
780	r000002779	10238	11336	171	780	f025	0.9936247723132969	matched
781	r000002780	11731	12675	422	781	f048	1.0	matched
782	r000002788	0	15145	171	782	megabase_171	0.9998679606522743	matched
783	r000002790	0	6789	420	783	f046	0.9995581087052585	matched
784	r000002791	0	12627	171	784	megabase_171	1.0	matched
785	r000002792	0	13109	421	785	f054	1.0	matched
786	r000002797	0	11466	171	786	f036	1.0	matched
787	r000002798	0	14254	171	787	megabase_171	1.0	matched
788	r000002800	5847	7067	61	788	f006	1.0	matched
789	r000002802	0	13517	171	789	megabase_171	1.0	matched
790	r000002805	0	4514	421	790	f044	0.9997784669915818	matched
791	r000002813	0	14699	171	791	megabase_171	1.0	matched
792	r000002820	0	11690	171	792	megabase_171	1.0	matched
793	r000002821	0	15076	421	793	f050	1.0	matched
794	r000002825	0	9104	61	794	f013	1.0	matched
795	r000002827	0	13826	421	795	f052	1.0	matched
796	r000002830	0	13372	171	796	megabase_171	1.0	matched
797	r000002833	5	12212	171	797	megabase_171	0.9995905666557484	matched
798	r000002845	6653	10065	171	798	f024	0.9994141769185706	matched
799	r000002847	6563	16674	421	799	f050	1.0	matched
800	r000002848	0	11192	171	800	megabase_171	1.0	matched
801	r000002852	18333	19309	171	801	f036	0.9969262295081968	matched
802	r000002855	7933	11364	61	802	f018	0.997376858058875	matched
803	r000002857	0	15265	171	803	f034	0.9998689984934827	matched
804	r000002858	0	9511	171	804	f031	0.9998948696383515	matched
805	r000002860	3585	14371	171	805	f029	0.9998146088246199	matched
806	r000002867	11162	16049	61	806	f008	0.9997954173486089	matched
807	r000002869	2198	11018	171	807	f028	1.0	matched
808	r000002871	1	13837	171	808	megabase_171	0.9999277299992773	matched
809	r000002876	15923	16894	61	809	f002	0.9989711934156379	matched
810	r000002878	2	18843	171	810	megabase_171	0.999893859788781	matched
811	r000002887	0	12190	421	811	f044	0.9999179722746289	matched
812	r000002904	0	13198	421	812	f052	0.9996970156036964	matched
813	r000002906	2	11337	171	813	megabase_171	0.9998235864867249	matched
814	r000002908	8092	10882	421	814	f042	0.9949820788530466	matched
815	r000002912	0	12979	421	815	f054	1.0	matched
816	r000002914	0	2409	421	816	f043	1.0	matched
817	r000002919	0	17637	421	817	f048	0.9999433042295045	matched
818	r000002921	0	8607	421	818	f049	1.0	matched
819	r000002923	1	10574	421	819	f048	0.9999054284093059	matched
820	r000002927	0	11698	171	820	megabase_171	1.0	matched
821	r000002928	1	15663	171	821	megabase_171	0.9999361552703824	matched
822	r000002932	4239	11556	421	822	f049	1.0	matched
823	r000002935	7318	11413	421	823	f046	0.9982922664064406	matched
824	r000002942	0	12655	171	824	megabase_171	1.0	matched
825	r000002943	0	12495	171	825	megabase_171	0.9998399615907818	matched
826	r000002944	0	13360	421	826	f050	1.0	matched
827	r000002945	0	12185	421	827	f045	1.0	matched
828	r000002949	3792	11072	61	828	f017	1.0	matched
829	r000002952	0	13994	421	829	f048	1.0	matched
830	r000002953	5814	10690	61	830	f008	0.9997949559155218	matched
831	r000002956	0	5740	171	831	f027	1.0	matched
832	r000002958	5	13090	171	832	megabase_171	0.9996180290297937	matched
833	r000002959	0	14387	171	833	megabase_171	0.9998610049343248	matched
834	r000002963	10068	13491	171	834	f020	0.999123831775701	matched
835	r000002964	0	12056	421	835	f051	1.0	matched
836	r000002965	4180	11728	171	836	f028	1.0	matched
837	r000002969	0	4839	61	837	f010	1.0	matched
838	r000002972	0	11404	171	838	megabase_171	1.0	matched
839	r000002975	522	13346	171	839	f033	1.0	matched
840	r000002982	0	907	61	840	f015	1.0	matched
841	r000002987	11760	20037	421	841	f038	1.0	matched
842	r000002989	0	2316	171	842	f029	1.0	matched
843	r000002990	0	6092	171	843	f025	1.0	matched
844	r000002994	1004	14688	171	844	f027	1.0	matched
845	r000002995	15857	17327	171	845	f023	1.0	matched
846	r000002996	0	10461	171	846	f035	1.0	matched
847	r000002998	0	8951	421	847	f043	1.0	matched
848	r000003004	0	15335	171	848	megabase_171	1.0	matched
849	r000003008	11839	16808	61	849	f016	0.999798752264037	matched
850	r000003011	0	11040	171	850	megabase_171	1.0	matched
851	r000003015	0	14923	170	851	megabase_171	1.0	matched
852	r000003016	0	14181	171	852	megabase_171	1.0	matched
853	r000003018	0	12953	170	853	megabase_171	1.0	matched
854	r000003021	0	8143	421	854	f050	0.9997544505831799	matched
855	r000003022	6814	11022	61	855	f017	1.0	matched
856	r000003023	0	15817	171	856	megabase_171	1.0	matched
857	r000003029	4558	7985	171	857	f022	0.9997081995914794	matched
858	r000003031	0	10577	171	858	megabase_171	1.0	matched
859	r000003039	0	1485	171	859	f025	1.0	matched
860	r000003040	2	14590	171	860	f036	0.9998629198080877	matched
861	r000003042	0	17315	421	861	f052	1.0	matched
862	r000003046	0	20589	171	862	megabase_171	1.0	matched
863	r000003049	0	16201	170	863	megabase_171	1.0	matched
864	r000003050	1	14166	171	864	megabase_171	0.9999294084427502	matched
865	r000003051	0	19544	171	865	megabase_171	1.0	matched
866	r000003053	0	11127	421	866	f051	1.0	matched
867	r000003056	0	11757	171	867	f036	1.0	matched
868	r000003061	11059	12280	61	868	f001	0.9991816693944353	matched
869	r000003072	0	14988	171	869	megabase_171	0.9999332844085663	matched
870	r000003074	0	9395	171	870	f035	1.0	matched
871	r000003086	5	15926	171	871	megabase_171	0.9996860479718699	matched
872	r000003088	0	16461	421	872	f054	1.0	matched
873	r000003089	0	963	61	873	f015	1.0	matched
874	r000003090	0	14631	171	874	megabase_171	1.0	matched
875	r000003093	10099	10885	171	875	f035	1.0	matched
876	r000003097	0	14795	171	876	megabase_171	1.0	matched
877	r000003101	0	11766	171	877	f032	0.9996601529311809	matched
878	r000003102	8909	18809	171	878	f033	1.0	matched
879	r000003106	0	9239	171	879	f027	1.0	matched
880	r000003107	0	19248	421	880	f053	1.0	matched
881	r000003108	6670	11545	61	881	f012	0.9997948717948718	matched
882	r000003110	0	15278	421	882	f043	1.0	matched
883	r000003112	0	10969	171	883	megabase_171	1.0	matched
884	r000003120	0	10923	421	884	f047	1.0	matched
885	r000003123	0	13118	171	885	megabase_171	1.0	matched
886	r000003125	11521	16969	420	886	f038	1.0	matched
887	r000003130	0	11201	171	887	megabase_171	1.0	matched
888	r000003133	1	15655	171	888	megabase_171	0.9999361226445225	matched
889	r000003135	0	11599	171	889	megabase_171	1.0	matched
890	r000003141	8830	12129	171	890	f028	1.0	matched
891	r000003143	0	13786	171	891	megabase_171	1.0	matched
892	r000003144	0	12955	171	892	f032	1.0	matched
893	r000003146	8087	12326	171	893	f027	1.0	matched
894	r000003151	0	13452	171	894	megabase_171	1.0	matched
895	r000003152	0	16109	171	895	megabase_171	1.0	matched
896	r000003153	0	13165	171	896	megabase_171	1.0	matched
897	r000003154	0	16766	171	897	megabase_171	1.0	matched
898	r000003161	5666	9093	171	898	f020	0.9970819959147943	matched
899	r000003164	0	13610	171	899	megabase_171	0.9999265300124899	matched
900	r000003174	0	11487	171	900	megabase_171	1.0	matched
901	r000003175	0	16770	171	901	megabase_171	1.0	matched
902	r000003176	0	16832	171	902	megabase_171	1.0	matched
903	r000003178	0	16002	421	903	f054	1.0	matched
904	r000003181	0	11361	171	904	megabase_171	1.0	matched
905	r000003188	0	4546	421	905	f046	0.9995600527936648	matched
906	r000003190	802	5685	61	906	f012	0.999795207864018	matched
907	r000003191	0	11701	421	907	f050	1.0	matched
908	r000003192	0	16921	421	908	f054	1.0	matched
909	r000003194	13797	18697	421	909	f048	0.9997959600081616	matched
910	r000003195	0	15898	421	910	f049	1.0	matched
911	r000003196	0	10052	421	911	f051	1.0	matched
912	r000003201	5046	6266	61	912	f004	0.9942622950819672	matched
913	r000003202	0	11653	171	913	megabase_171	0.9995711099674044	matched
914	r000003204	0	12252	171	914	megabase_171	1.0	matched
915	r000003215	0	5112	171	915	f035	1.0	matched
916	r000003220	0	1438	61	916	f012	0.9993045897079277	matched
917	r000003222	0	10766	171	917	megabase_171	1.0	matched
918	r000003224	0	11511	421	918	f048	1.0	matched
919	r000003225	0	12165	170	919	f032	1.0	matched
920	r000003227	0	13531	171	920	megabase_171	1.0	matched
921	r000003228	0	14047	171	921	megabase_171	0.9999288154897494	matched
922	r000003234	2	19887	171	922	megabase_171	0.9998994317896113	matched
923	r000003238	11468	17693	171	923	f031	0.9995183044315993	matched
924	r000003243	0	12652	421	924	f053	1.0	matched
925	r000003250	13682	16062	171	925	f029	1.0	matched
926	r000003253	0	14838	171	926	megabase_171	1.0	matched
927	r000003264	0	17510	171	927	megabase_171	1.0	matched
928	r000003265	10616	11849	61	928	f002	0.9878345498783455	matched
929	r000003272	0	14558	421	929	f053	1.0	matched
930	r000003276	0	12515	171	930	megabase_171	1.0	matched
931	r000003280	0	10592	171	931	megabase_171	1.0	matched
932	r000003282	1369	6251	61	932	f010	1.0	matched
933	r000003283	0	14091	421	933	f049	1.0	matched
934	r000003286	3929	7354	171	934	f019	1.0	matched
935	r000003292	0	15847	421	935	f043	1.0	matched
936	r000003300	1	13074	171	936	megabase_171	0.9999235123145174	matched
937	r000003306	0	10319	421	937	f046	1.0	matched
938	r000003308	0	8438	61	938	f018	1.0	matched
939	r000003309	1	14772	171	939	megabase_171	0.9999323043595992	matched
940	r000003310	0	20534	171	940	megabase_171	1.0	matched
941	r000003314	0	13988	171	941	f034	1.0	matched
942	r000003315	4	16038	171	942	megabase_171	0.999750592343185	matched
943	r000003318	0	7876	171	943	f032	1.0	matched
944	r000003320	0	14340	421	944	f053	1.0	matched
945	r000003324	0	13708	421	945	f050	1.0	matched
946	r000003331	0	3144	171	946	f026	1.0	matched
947	r000003333	0	11620	171	947	megabase_171	1.0	matched
948	r000003334	0	7496	421	948	f052	1.0	matched
949	r000003338	0	6200	61	949	f016	0.9998387096774194	matched
950	r000003341	8822	12189	171	950	f025	1.0	matched
951	r000003345	9870	12997	421	951	f054	0.9993604093380236	matched
952	r000003350	0	12146	421	952	f052	1.0	matched
953	r000003353	4955	8380	171	953	f023	0.9994163991829589	matched
954	r000003356	0	14065	421	954	f049	1.0	matched
955	r000003365	0	8295	171	955	megabase_171	1.0	matched
956	r000003367	1	13088	171	956	megabase_171	0.9999235941320294	matched
957	r000003368	0	5976	421	957	f038	1.0	matched
958	r000003370	9249	13060	421	958	f046	0.9992128050380478	matched
959	r000003373	1238	13050	171	959	f034	1.0	matched
960	r000003374	6689	13410	171	960	f028	1.0	matched
961	r000003376	7972	12090	171	961	f025	0.998300145701797	matched
962	r000003377	0	8724	171	962	f033	1.0	matched
963	r000003387	0	16822	171	963	megabase_171	1.0	matched
964	r000003388	0	9876	421	964	f046	0.9996962332928311	matched
965	r000003389	13900	15124	61	965	f003	0.9983660130718954	matched
966	r000003391	8342	16489	61	966	f017	0.9998772554314471	matched
967	r000003394	0	18918	421	967	f050	1.0	matched
968	r000003395	0	14838	171	968	megabase_171	0.9999326100141519	matched
